gameId,gameDate,personId,teamTricode,priorGames,finishing,shooting,playmaking,defense,rebounding,physical
22500295,2025-11-29,1630245,CHI,66,65.51281407035177,60.18178391959799,78.3698717948718,25.299999999999997,15.025,57.2
22500314,2025-12-01,1630245,CHI,67,65.24494310998736,61.30565105430498,80.83990709966766,26.637168141592923,14.756637168141593,57.2
22500329,2025-12-03,1630245,CHI,68,64.35839451786589,63.20517669600755,79.8669484462436,23.83259911894273,16.123348017621147,57.2
22500361,2025-12-07,1630245,CHI,69,66.1976672805402,67.51133721095212,78.23376096388552,24.917127071823206,13.674033149171272,57.2
22500384,2025-12-19,1630245,CHI,70,62.41879921259843,59.29566565040651,78.80351870078741,19.453125,15.859375,57.2
22500396,2025-12-21,1630245,CHI,71,64.21198156682028,60.98014538804013,79.73835125448028,24.838709677419356,16.838709677419352,57.2
22500411,2025-12-23,1630245,CHI,72,65.47105834885164,63.641533778013375,79.85687382297553,24.750000000000004,15.194444444444446,57.2
22500427,2025-12-26,1630245,CHI,73,64.4560669456067,64.08677979293397,81.10763907278923,24.895397489539747,13.472803347280335,57.2
22500437,2025-12-27,1630245,CHI,74,64.01805535000742,62.73433191492826,79.95801455495429,24.892703862660948,16.051502145922747,57.2
22500452,2025-12-29,1630245,CHI,75,63.76942210909934,61.978400373302236,80.34672957073796,25.66101694915254,14.508474576271187,57.2
22500466,2025-12-31,1630245,CHI,76,63.27272727272727,59.805849230982915,79.60055096418732,25.743801652892564,14.25619834710744,57.2
22500480,2026-01-02,1630245,CHI,77,64.94669543171189,61.17254860603542,81.93762499409478,25.92885375494071,15.513833992094863,57.2
22500489,2026-01-03,1630245,CHI,78,63.22274881516588,58.80992538418002,81.78053924125264,22.8436018957346,15.09478672985782,57.2
22500503,2026-01-05,1630245,CHI,79,64.30288461538461,58.8953699561517,83.20954106280192,23.173076923076923,12.235576923076923,57.2
22500517,2026-01-07,1630245,CHI,80,63.65138471112955,62.165392004884225,83.04740172181309,24.372990353697745,14.45337620578778,57.2
22500546,2026-01-10,1630245,CHI,81,62.175324675324674,64.34935925002151,83.26653478971359,23.8961038961039,14.318181818181817,57.2
22500565,2026-01-13,1630245,CHI,82,67.33516483516483,68.03763128278533,81.97802197802199,23.68131868131868,14.423076923076923,57.2
22500573,2026-01-14,1630245,CHI,83,64.30555555555556,68.52448210922788,81.91666666666667,28.333333333333332,19.944444444444443,57.2
22500587,2026-01-16,1630245,CHI,84,65.52287581699346,71.60231338149295,82.18954248366012,26.535947712418302,18.104575163398692,57.2
22500603,2026-01-18,1630245,CHI,85,67.41935483870968,68.88604943443653,82.7741935483871,28.0,16.0,57.2
22500614,2026-01-20,1630245,CHI,86,67.3936170212766,69.33227652501745,84.53862783024235,26.01063829787234,14.281914893617023,57.2
22500631,2026-01-22,1630245,CHI,87,65.56338028169014,72.07833762679596,85.25821596244133,26.901408450704224,13.497652582159624,57.2
22500647,2026-01-24,1630245,CHI,88,62.1826560536238,70.91760711075602,84.70967741935483,29.096774193548384,15.548387096774192,57.2
22500661,2026-01-26,1630245,CHI,89,64.94444444444444,71.16978776529338,83.96291123525761,23.888888888888886,13.38888888888889,57.2
22500672,2026-01-28,1630245,CHI,90,64.87179487179488,70.54426533844335,82.47863247863248,25.128205128205128,13.952991452991455,57.2
22500529,2026-01-29,1630245,CHI,91,66.26829268292684,67.60353238015139,85.06539933046389,28.390243902439025,16.34146341463415,57.2
22500692,2026-01-31,1630245,CHI,92,67.26415094339623,70.46189659397206,80.79770718891808,24.654088050314463,17.32704402515723,57.2
22500705,2026-02-01,1630245,CHI,93,66.3191014935201,69.6246595923647,83.50567084942085,29.150579150579148,16.158301158301157,57.2
22500722,2026-02-03,1630245,CHI,94,65.65134099616859,72.01883533780085,82.79693486590038,26.321839080459768,16.417624521072796,57.2
22500760,2026-02-08,1630245,MIN,95,65.0485436893204,71.52937138374031,81.79611650485438,28.446601941747574,15.388349514563107,57.2
22500765,2026-02-09,1630245,MIN,96,66.04330708661416,70.15657329271089,80.65995456101584,26.929133858267715,16.61417322834646,57.2
22500783,2026-02-11,1630245,MIN,97,65.96368715083798,71.4787420229713,81.32634220244296,27.625698324022345,15.251396648044691,57.2
22500806,2026-02-20,1630245,MIN,98,66.34236777715039,68.27856823609036,81.68632677366303,31.298701298701296,15.151515151515152,57.2
22500824,2026-02-22,1630245,MIN,99,63.869382371970346,69.10604749557564,82.20207771451405,26.866197183098592,14.859154929577464,57.2
22500841,2026-02-24,1630245,MIN,100,63.8922658759575,70.93731615194827,82.39492347891004,26.070175438596486,15.964912280701753,57.2
22500857,2026-02-26,1630245,MIN,101,65.05859375,72.31581274703558,83.83923100490196,26.796875,15.48828125,57.2
