gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,gameDate,teamId_advanced,teamTricode_advanced,minutes_advanced,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,assistPercentage,assistToTurnover,assistRatio,turnoverRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,offensiveRating,defensiveRating,netRating,possessions,PIE
0022500002,1610612744,Golden State,Warriors,GSW,warriors,1642366,Quinten,Post,Q. Post,quinten-post,,,,8:34,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,5.0,2025-10-21,1610612744,GSW,8:34,0.0,0.0,0.0,0.143,0.0,100.0,0.0,0.0,0.182,0.111,111.8,87.5,24.3,17.0,0.089
0022500002,1610612744,Golden State,Warriors,GSW,warriors,1631218,Trayce,Jackson-Davis,T. Jackson-Davis,trayce-jackson-davis,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-21,1610612744,GSW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022500002,1610612744,Golden State,Warriors,GSW,warriors,1630311,Pat,Spencer,P. Spencer,pat-spencer,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-21,1610612744,GSW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,32:59,6,16,0.375,0,6,0.0,8,10,0.8,0,7,7,1,0,1,2,2,20,-2.0,2025-10-22,1610612757,POR,32:59,0.375,0.49,0.262,0.053,0.5,4.3,8.7,0.0,0.226,0.1,108.3,111.1,-2.8,72.0,0.092
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,1641739,Toumani,Camara,T. Camara,toumani-camara,F,,,34:44,3,9,0.333,2,5,0.4,2,2,1.0,4,5,9,5,0,0,0,1,10,-1.0,2025-10-22,1610612757,POR,34:44,0.444,0.506,0.115,0.217,0.0,33.3,0.0,0.103,0.143,0.122,105.3,100.0,5.3,75.0,0.115
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,1642270,Donovan,Clingan,D. Clingan,donovan-clingan,C,,,30:01,3,5,0.6,2,4,0.5,0,0,0.0,2,4,6,1,2,1,1,3,8,-2.0,2025-10-22,1610612757,POR,30:01,0.8,0.8,0.073,0.05,1.0,14.3,14.3,0.054,0.118,0.085,97.1,100.0,-2.9,70.0,0.091
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,1631101,Shaedon,Sharpe,S. Sharpe,shaedon-sharpe,G,,,28:52,5,20,0.25,3,9,0.333,2,2,1.0,0,2,2,4,1,0,4,1,15,0.0,2025-10-22,1610612757,POR,28:52,0.325,0.359,0.329,0.2,1.0,13.8,13.8,0.0,0.067,0.032,119.0,115.4,3.7,63.0,0.016
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,201950,Jrue,Holiday,J. Holiday,jrue-holiday,G,,,33:04,5,15,0.333,1,7,0.143,3,4,0.75,0,6,6,7,3,0,4,3,14,-2.0,2025-10-22,1610612757,POR,33:04,0.367,0.418,0.253,0.389,1.75,25.0,14.3,0.0,0.188,0.085,102.8,102.7,0.1,71.0,0.099
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,203924,Jerami,Grant,J. Grant,jerami-grant,,,,27:46,10,14,0.714,4,7,0.571,5,6,0.833,0,3,3,1,0,1,1,3,29,-6.0,2025-10-22,1610612757,POR,27:46,0.857,0.871,0.254,0.125,1.0,5.6,5.6,0.0,0.111,0.054,108.5,118.6,-10.2,59.0,0.234
0022500089,1610612757,Portland,Trail Blazers,POR,blazers,1642905,Hansen,Yang,H. Yang,hansen-yang,,,,5:16,0,1,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,1,2,-5.0,2025-10-22,1610612757,POR,5:16,0.0,0.532,0.143,0.0,0.0,0.0,0.0,0.125,0.0,0.083,118.2,163.6,-45.5,11.0,0.016
